Symbol	BREAST_BT549	BREAST_HS578T	BREAST_MCF7	BREAST_MCF7ADR	BREAST_MDAMB231	BREAST_MDAMB435	BREAST_T47D
HNRNPH1	3.2702639	3.054377237	3.256868629	3.480385781	3.224269907	3.283426529	3.155506936
HNRNPH3	2.5651997	2.522073442	2.701824653	2.793462636	2.582240887	2.602619431	2.532497663
HNRNPK	3.323151752	3.054427148	3.14885239	3.311000654	3.208321366	3.273833987	3.172099762
HNRNPL	2.093404009	2.012052401	2.169202245	2.355372503	2.147962802	2.226932377	2.121024442
HNRNPU	3.148878023	2.831670087	3.004187502	2.992137183	3.117794592	3.125416454	2.958457989
HNRPLL	1.908505495	1.932616724	1.961233087	1.951593327	1.923449311	1.964674294	1.647897703
HPCAL1	2.254456589	2.635600627	2.231193991	2.145566613	2.994427605	3.012202336	1.929732327
HPRT1	3.155438653	2.673467615	3.007058003	3.152505534	3.168129527	3.168420136	2.538364463
HRSP12	2.718634528	2.902864966	2.670061243	2.630405649	2.318921857	2.290662227	2.500687168
HSD17B10	3.012274348	2.633833488	2.760033842	2.741038507	2.773860651	2.769186442	2.993583952
HSD17B12	2.59369764	3.21070794	2.250802485	2.383413303	3.166688662	3.162288022	3.015929057
HSD17B4	2.874039694	2.640621517	2.985170694	2.883974191	2.52524704	2.517073268	2.852395165
HSD17B7	2.440697479	2.092290645	2.550664243	2.475113529	2.524196924	2.520387189	2.437961125
HSDL2	2.264386731	1.779961165	1.982866896	1.88235768	2.337474317	2.333747729	2.328726947
HSP90AA1	3.787082311	3.439052732	3.681340907	3.723308346	3.713249048	3.728707568	3.765895535
HSP90AB1	3.511262555	3.646806572	3.615795688	3.517098346	3.698719	3.712003949	3.642070219
HSP90B1	3.252352888	3.393185581	2.951882797	2.964490065	3.331460278	3.315908178	3.602935915
HSPA14	2.417036028	2.025425247	2.355515616	2.363429637	2.627516414	2.599233184	2.360436615
HSPA1A/HSPA1B	3.390011268	3.392746502	3.700525152	3.745271679	3.030761435	3.047263337	3.672550152
HSPA4	2.362152252	1.652187949	2.088389606	2.514939756	1.834249238	1.88324591	2.163979217
HSPA5	3.645851643	3.815013314	3.167106331	3.353698186	3.737736024	3.737754001	3.913727118
HSPA6	1.280254937	1.460605462	1.406958689	1.61253923	1.408130146	1.358642193	1.416677494
HSPA8	3.82250361	3.708836252	3.68914645	3.618976359	3.869671352	3.857364215	3.970067381
HSPA9	2.638373905	2.390825735	2.209732142	2.395520593	2.340478612	2.286768827	2.492156791
HSPD1	3.354778786	3.552135502	3.457627974	3.442018085	3.538679834	3.558588341	3.42889321
HSPE1	2.979032315	3.068379416	3.027657742	3.136128491	3.253307128	3.275597292	2.849503314
HSPH1	3.252054838	2.782139217	2.940449403	2.966095547	2.856835818	2.876400786	2.772261198
HTRA2	2.218791375	2.842397118	2.385384533	2.32113587	2.58760267	2.581118812	2.185297655
HUWE1	2.947477382	2.674154292	2.572056488	2.423272171	2.93802562	2.875708416	2.93219832
HYOU1	2.987512694	3.045947869	2.632969523	2.639131586	3.061589526	3.016953187	3.341471982
IARS2	2.766950666	2.904355754	2.774778778	2.805522819	3.040179406	3.025368095	3.232173388
IDE	2.346492312	2.311875118	2.417467269	2.401869588	2.430588091	2.379237731	2.421958135
IDH1	2.798490697	3.237214766	2.545938711	2.581628573	2.727225748	2.723102765	2.90763496
IDH2	1.571763199	1.570528021	2.095012847	2.155373498	1.254792065	1.442708235	1.908999629
IDH3A	2.314257693	2.514765283	2.427545698	2.444500489	2.518025555	2.492134503	2.383872774
IDH3B	2.434924406	2.310438263	2.343280932	2.353691387	2.418050318	2.383733141	2.368518459
IDI1	2.854166811	2.435860406	2.914541335	3.003670744	2.948131039	2.927109978	2.966884682
IFI35	2.613837786	2.0818195	1.719923118	1.64036867	2.255591925	2.218735445	2.498253915
IGF2R	2.670050643	2.722579823	2.181434349	2.07240509	2.437253188	2.450687937	2.399289723
IK	2.927578561	2.738414677	2.838368	2.743933785	2.822809019	2.810451994	2.954228836
ILKAP	2.294281227	2.275017333	1.885475918	1.918318614	2.13844835	2.062189393	2.010777245
ILVBL	2.256553394	2.50883089	2.361847063	2.363736471	2.308022806	2.31825939	2.151288483
IMMT	2.814918884	2.765538542	2.799202725	2.878978057	2.989604357	2.96609572	2.667536861
IMPA1	2.900582831	2.935511621	2.271380046	2.348180997	2.766948682	2.754710496	2.508468276
IMPAD1	2.475471671	2.527476628	1.943221001	1.968201497	2.139935046	2.114008413	2.287353861
IMPDH2	3.242891832	3.535524793	3.497499125	3.336293435	3.380671701	3.379719804	3.351240201
IPO11	2.345880757	2.112063497	1.978504715	2.048083479	2.230691162	2.273277927	2.126352108
IPO4	2.489468159	2.330080659	2.342687555	2.224863491	2.276911075	2.240788369	2.333611085
IPO5	2.356840892	2.000433954	1.760517492	1.792388875	1.980753291	1.915020288	1.383048515
IPO7	2.94082197	3.047035884	2.998776914	2.902407679	3.220546088	3.160604437	2.946032625
IPO8	2.027045466	1.848884401	2.015309687	1.915584868	2.008523182	2.000284225	1.919225561
IPO9	2.100344308	1.836320407	1.621831463	1.732507992	1.902739403	1.853697352	1.868673324
IQGAP1	3.199055229	3.09507401	3.017027266	2.8698888	3.296846184	3.250811721	2.954989206
IQGAP2	0.946842079	0.920078188	0.969109233	0.644141636	0.784852533	0.744244365	0.951409698
ISCU	2.939021219	3.355525561	3.255358551	3.286100145	3.156656593	3.158109847	3.393354492
ISG15	3.603094928	2.333619262	1.851303166	1.851973578	3.082782013	3.030826345	2.336537107
ISOC2	2.44436432	2.332854288	2.584304382	2.62293393	2.324206715	2.268455205	2.178862185
ITGB1	3.513744588	3.668486171	2.751949193	2.823084646	3.460756666	3.45071228	2.706754546
ITPA	2.717253842	2.50883089	2.473108885	2.540936758	2.613846923	2.59436465	2.548342815
JAGN1	2.792912841	2.598875541	2.85930725	2.727350356	2.652355668	2.658539549	2.635083031
KATNAL2	1.270282713	1.226626796	1.257574276	1.494586535	0.865190815	0.790179703	1.385986774
KDELC2	2.187558253	2.250402485	1.872920744	1.915748161	2.694096676	2.647492426	2.738754341
KDELR2	3.211928918	3.116721241	3.118575421	3.158610553	3.026163161	3.076184605	3.319403168
KHDRBS1	3.237880692	2.994714486	3.137775812	3.110724517	3.100266787	3.107689628	3.038999592
KHSRP	1.669018022	1.638791114	1.702037766	1.775289694	1.719281778	1.748229877	1.668475709
KIAA0368	1.984080021	1.505363856	1.757594745	1.754560204	1.857862189	1.779862913	1.130962516
KIAA0664	2.52606075	2.328072833	2.480306175	2.473274919	2.366569909	2.317110224	2.30497774
KIAA1967	2.516012221	2.335354648	2.093122358	2.009050022	2.203104607	2.125132168	2.066446765
KIF4A	2.68364677	1.907574922	1.996560403	1.890312111	2.686728554	2.668784386	1.477766395
KIF5B	3.291841124	3.175948134	3.07291934	2.969934126	3.161718705	3.160343915	3.082964283
KLC1 	2.593896479	2.667243082	2.456981196	2.4645704	2.601400093	2.627942272	2.259631127
KPNA1	2.553354481	2.505046973	2.374529868	2.378402967	2.406596015	2.334385441	2.247189325
KPNA2	3.284796469	3.263922279	3.259048645	3.279075067	3.424909132	3.472228673	3.229855977
KPNA3	2.885113172	2.835539473	2.38117702	2.366501126	2.748038367	2.753547709	2.296803701
KPNA4	2.255625381	2.562935489	1.921489568	1.785124096	2.112447391	2.036313528	1.915895413
KPNA6	1.799010425	1.688610393	1.248357237	1.582045226	1.613854241	1.652010292	1.500472368
KPNB1	3.009474044	2.94421536	2.862424656	2.995275962	3.149178426	3.194593061	2.914771778
KRAS	2.804266868	2.434494955	2.594811011	2.553876028	2.49671305	2.537350841	2.714271917
KRT18	1.734184322	3.106589066	4.025612067	4.00083312	3.633654937	3.60962039	3.962198449
KTN1	3.176016713	3.012850156	3.078963346	3.09702252	3.297674447	3.323925943	3.117958148
LACTB2	2.499942127	2.255628214	2.348564537	2.535063997	2.070088067	2.079213916	2.769440004
LAMC1	2.725768167	3.19657478	2.125933356	2.049478864	2.592147655	2.542887438	2.133245923
LAMP1	3.206234453	3.004134295	2.679744853	2.723251082	2.635753283	2.640538895	2.957197787
LAMP2	2.933379732	2.574955054	2.510186903	2.603604809	2.831675045	2.860451634	2.761991826
LAMTOR1	2.948214298	2.823134389	2.931574987	2.950128124	2.996820352	2.985581922	3.074023591
LAP3	2.923801766	2.751610773	2.786335432	2.883718047	2.843822376	2.86190905	2.583779964
LARS	2.736650664	2.528777279	2.812245745	2.848996343	2.499080757	2.548769351	2.784628039
LASP1	2.964306092	2.819641323	2.641999038	2.611699445	3.38854122	3.381006336	3.260939874
LCP1	1.523016145	1.903916741	1.950116225	1.885571826	1.606073006	1.650755812	1.764956704
LDHA	3.765632202	3.784549146	3.272578611	3.283673561	4.020053944	4.023518607	3.485994239
LETM1	1.794196108	1.884056492	1.689600507	1.849467015	1.915518957	1.878614905	1.790291116
LGALS1	4.076617632	3.991359663	3.129859041	2.784172194	3.97672071	4.010708355	3.302480884
LGALS3	3.57280711	3.54933118	2.162983889	1.943623429	3.457732995	3.469937454	3.489099558
LIN7C	2.266619612	2.257756268	2.31248558	2.244960483	2.525294321	2.543022769	2.400568575
LMAN1	2.280318514	2.601482035	2.284524563	2.283761192	2.360773174	2.349321496	2.252852846
LMAN2	2.863316751	2.538590408	2.821291959	2.795802859	2.699734553	2.673137721	2.714176494
LMNA	2.933811687	2.798175421	2.593893337	2.530500925	2.82986022	2.89731909	2.805076274
LMNB1	2.566892397	1.503837963	2.442215962	2.603203618	2.422783925	2.433921692	1.738722225
LMNB2	2.520934663	2.221887033	2.163237022	2.001034236	2.756105247	2.700501483	1.81859841
LNPEP	1.614735715	1.412367652	1.971242317	1.679307281	1.658755992	1.833310868	2.072307919
LONP1	2.897518811	2.889007911	2.639351302	2.686330941	2.749479641	2.71943361	2.626888867
LRPAP1	2.471362646	2.42303446	2.344421651	2.36606833	2.527101716	2.518937838	2.531249684
LRPPRC	2.51967787	2.565739174	2.874493223	2.824385496	2.786618648	2.746542516	2.762017322
LRRC47	3.036328456	3.073905384	2.665842684	2.682384069	2.68633161	2.646846233	2.669345867
LRRC59	3.010674475	2.915999874	2.795031114	2.766563883	3.14424833	3.133731619	3.150853425
LRRFIP1	2.272591746	2.216939282	2.261531248	2.490841801	2.407550272	2.416839275	2.414682107
LSM12 	2.087605493	2.138852424	2.110534008	2.059850326	2.229490508	2.195215952	2.32015071
LSM2	2.684631695	2.809106848	2.708434626	2.518257867	2.878533022	2.852598648	2.397771828
LSM3 	3.211200991	2.9894449	3.187595452	3.137578188	3.136896436	3.137277438	3.229629332
LTN1	2.492791965	2.608807248	2.468215492	2.457796836	2.644072181	2.618060691	2.588562582
LUC7L3	2.622448002	2.5353289	2.969782242	2.952979539	2.73403428	2.77178098	2.945831607
LYPLA1	0.627640078	0.093830925	0.374354606	0.220235253	0.399293727	0.472102801	0.778457639
LYPLA2	2.474972848	2.294740459	2.363645779	2.310190346	2.455346567	2.44693786	2.397561889
LZIC	2.258012977	2.487279537	1.986560567	2.021616436	2.141650438	2.068384546	2.210661977
MAGED2	2.752944666	2.686940051	2.662438306	2.541430594	2.816450573	2.804151997	3.296458999
MAGOHB	2.27334759	1.831339905	1.604362789	1.745767398	1.958314545	1.996621797	1.508793471
MAGT1	2.550078485	2.165699967	1.890483699	2.041413441	2.561006523	2.601270274	2.565933015
MANF	2.842620383	2.820088319	2.391052441	2.394475582	2.920841383	2.93281294	2.91315076
MAP4	1.756824049	1.759852043	1.605237542	1.896979618	1.816658372	1.794038055	1.574384897
MAPRE1	2.80707942	2.483168433	2.505239133	2.562791894	2.885078703	2.875944991	2.709701494
MARCKSL1	3.354534746	2.817040043	3.114083498	3.095676351	2.600864777	2.568216553	2.893682441
MARS	3.005067598	3.039983896	2.71966249	2.797042131	2.715186502	2.700089008	3.070209456
MAT2A	3.140341765	2.951545585	3.364689274	3.565779764	2.968292747	2.947332289	2.825916735
MATR3	2.630681165	2.458048495	2.663764443	2.610937684	2.591702737	2.518086581	2.467752468
MAVS	2.3911615	2.483134522	2.565625395	2.466418439	2.566103155	2.538437772	2.455931628
MBLAC2	0.624072849	0.806423501	0.402689614	0.640139848	0.520857805	0.346227795	0.198727411
MBNL1	1.887390912	2.317004016	1.69407481	1.909258495	1.951800368	1.977969832	1.726339605
MCCC2	2.71619603	2.475137129	3.179871479	3.149673934	2.557274776	2.516579881	2.94555665
MCFD2	2.505963931	3.037070142	2.332656664	2.500031172	3.165549793	3.222220784	2.526171766
MCM2	2.842350406	2.565124835	2.788471709	2.634027839	2.872266017	2.831299377	2.406184983
MCM3	2.942467249	2.539562366	2.884993309	2.820493559	3.190778985	3.175137163	2.433042578
MCM5	2.239600986	1.904718587	2.037919145	1.906896769	2.200973352	2.173212886	1.582362537
MCM6	3.013554108	2.639951351	2.911140117	2.714498509	3.139385173	3.141362434	2.42764862
MCM7	2.82465113	2.580686874	2.94977898	2.976852549	2.825682991	2.789193987	2.083453911
MCTS1	2.886541851	2.566712824	2.803086325	2.831577961	3.10154707	3.103212891	2.685602233
MDH1	2.972696889	3.06656793	3.085613587	3.036253887	3.190099895	3.16465457	3.032251397
MDH2 	3.383567141	3.428873126	3.486685322	3.518282489	3.347154644	3.356596384	3.487059161
ME2	2.668118935	2.858133249	1.923744233	2.013725567	2.529156446	2.519748492	2.186637385
MESDC2	1.302828199	1.19005357	1.361303776	1.482344232	1.442717944	1.402600966	1.40861846
MFF	2.437999154	2.496884333	2.444584964	2.598598154	2.296845659	2.33565564	2.36412148
MFSD10	2.245752783	2.324410505	2.293659066	2.276982025	2.453284486	2.433447373	2.337506705
MGST1	2.038347496	3.051988752	2.765150798	2.913600312	2.971289326	2.965784669	3.333585136
MIF	3.877156084	3.715410409	3.729692721	3.730492409	3.771719349	3.760028879	3.737806791
MINPP1	2.01429348	2.174064106	2.244408495	2.108942322	2.483934211	2.485099532	2.297238396
MLEC	2.367863686	2.362086689	2.409821937	2.593614301	2.550145144	2.617917551	2.740797652
MMAB	2.414466372	2.055467151	2.621225655	2.583749939	2.334162793	2.315592472	2.617192091
MMGT1	2.931120522	2.725189305	2.784448349	2.754754081	2.781205907	2.74507071	2.384049405
MOGS	1.956202778	2.260163013	2.282431688	2.177378164	2.422012116	2.43212778	2.180245381
MPP2	1.470970949	1.537761095	1.325828616	1.496547069	1.468813934	1.503160307	1.667977347
MPST	2.568954447	2.605361685	2.493250721	2.405599903	2.526131347	2.508065571	2.305704967
MRE11A	2.142023964	2.144085575	2.045182509	1.834792587	2.457532841	2.436366658	2.401681423
MRFAP1	3.4713617	3.475574998	3.70606725	3.765208415	3.512388658	3.542298067	3.684117949
MRPL12	2.468539252	2.41890108	2.49288707	2.524181432	2.669113839	2.682193099	2.583558454
MRPL14	2.936140727	2.893771453	2.895092622	2.941463152	3.398642297	3.380620463	2.751662274
MRPL44 	1.801974597	1.9435858	1.68907763	1.837282913	1.790843051	1.885641893	1.869406245
MRPS23	2.688129249	2.65107559	2.862500406	2.824773286	2.826571668	2.79410731	2.895902525
MRPS34	2.505840985	2.481126653	2.641207497	2.585387663	2.417881146	2.449071636	2.536777692
MRRF	2.236827989	1.868726143	2.314264617	2.243324159	2.177216861	2.169904887	2.400392672
MSH2	2.547615044	2.277232894	2.519997282	2.374470354	2.584621332	2.534241502	2.216790298
MSH6	2.913726751	2.853213761	2.782736654	2.726361821	3.043707633	3.050143855	2.578734033
MSN	3.406964208	2.972044177	0.890110064	0.676775144	3.375048112	3.346855365	0.660207391
MTA2	1.44918706	1.319194075	1.315101378	1.258887797	1.427234252	1.39358945	1.397447004
MTCH1	3.312194532	3.536469395	3.360987358	3.335083536	3.825811197	3.799564225	3.320458598
MTCH2	3.152631902	2.985444542	3.053585377	2.971584534	3.2054233	3.200321333	3.189223262
MTDH	2.427838354	2.43455677	2.208044647	2.022110232	2.26237637	2.31747678	2.386354572
MTHFD1	3.145789518	2.966120284	3.092736757	3.072405728	3.116064174	3.107748448	2.962480154
MTHFD1L	2.873020818	2.486291872	2.306032599	2.44321992	2.41407897	2.387938435	1.896623596
MTHFD2	3.207167802	3.47794353	3.490605143	3.541336885	2.681198848	2.798599897	3.354695672
MTPN	3.213298338	3.472585749	3.259338273	3.285797291	3.426762682	3.424865605	3.042653463
MTX2	2.268082934	2.591371273	2.604351302	2.654923615	2.73387244	2.704917395	2.381531669
MYCBP	2.050963393	2.165214078	2.338314736	2.339396329	2.249290339	2.219375491	2.252088609
MYH10	1.848653091	1.832756158	1.530296382	1.576486236	1.525683872	1.618002328	1.333868861
MYH14	1.615198201	1.535388168	1.636336391	1.648370712	1.59184873	1.589473482	1.669957494
MYH9 	3.006532784	3.279667977	2.223676066	2.065905438	3.00999012	2.974973277	2.360993869
MYL12A	3.62199332	3.656626711	3.702371858	3.765153245	3.695253461	3.71656028	3.44341241
MYL3	1.542504836	1.639221142	1.539623041	1.560907503	1.587494246	1.566198319	1.534966998
MYL6	3.629316943	3.482016721	3.563349638	3.590762536	3.699008416	3.697843182	3.673673925
MYOF	3.143512568	3.072029685	3.02302149	2.989629595	3.165836243	3.095376521	3.141479557
NAA10	2.659703638	2.399250212	2.416287992	2.349827774	2.37293831	2.354308765	2.291449328
NAA25	2.096761358	1.954849937	2.229088775	2.23354616	2.126382686	2.082092432	2.060128099
NAA38	2.841802057	3.026904402	2.922362956	2.88647254	2.889971522	2.894104982	2.470165863
NAA50	2.998010023	2.996001513	3.008950845	3.151874438	2.895107677	2.911886177	2.951340051
NACA	3.785096187	3.738015506	3.850328942	3.808439954	3.750887637	3.753330988	3.958239825
NAE1	3.008243866	2.93661796	2.661659673	2.684919087	2.801514689	2.806740894	2.529513795
NAGK	2.560095084	2.715861719	2.49937398	2.423043412	2.571004548	2.522214746	2.58801136
NAMPT	3.258014301	2.613762344	2.508622626	2.559964349	2.960928424	2.968380191	2.102203301
NANS	3.115976688	2.959261803	2.799233985	2.804485246	2.990863177	2.996854528	2.975138948
NAP1L1	2.125071555	1.983748233	1.611314197	1.705067104	2.2325104	2.218587224	1.963509867
NAP1L4	2.581213663	2.632066547	2.631713488	2.601804212	2.805589629	2.80214218	2.649277907
NAPA	2.86363638	2.733881961	2.660316335	2.650114092	2.51534516	2.494535636	2.761749318
NAPG	1.977017633	2.333819961	2.299994429	2.240984079	2.035408604	2.035262552	1.751981829
NARS	3.489906161	3.62561373	3.35222372	3.435161741	3.184748868	3.188764258	3.323788606
NASP	2.12927962	1.31577836	1.939123382	1.972221447	1.739733044	1.764516543	1.401525501
NCAPD2	2.419304627	2.167572561	2.400234138	2.177066259	2.575057343	2.562879311	1.662426952
NCAPG	2.607281883	1.983851174	1.99070844	1.974608662	2.643999503	2.604819585	1.666280624
NCBP1	1.121091641	0.725393756	0.840340698	1.019102411	0.866428575	0.942439237	0.432993547
NCEH1	2.172445439	1.941240054	1.330231022	1.168787051	2.780618328	2.793338568	2.013764496
NCKAP1	2.840676116	3.257273813	2.878288275	2.9638392	3.064531033	3.062696548	2.971452081
NCL	3.345181748	3.344758729	3.105772163	3.033268975	3.31135901	3.341660717	2.915437222
NCLN	2.066436853	1.99845866	1.626162392	1.600394197	2.133041854	2.085824785	1.672784362
NCS1	1.971272405	1.659815018	1.36953407	1.312449809	1.71943229	1.701335791	1.472694918
NCSTN	2.718358626	2.516524344	2.395939327	2.383831484	2.650289993	2.643099936	2.776659663
NDUFA4	3.326226699	3.349239544	3.438044606	3.461579211	3.313967914	3.330242243	3.548337493
NDUFA5	2.69746159	2.70828407	2.88988739	2.990815419	2.758234139	2.8295682	2.933636902
NDUFAB1	3.234591382	3.137989754	3.459647222	3.416990066	3.214692262	3.189097612	3.39707015
NDUFAF2	2.81223126	2.738390607	2.593960237	2.682773635	2.84595301	2.837082391	2.5705055
NDUFAF3	2.747346038	2.793087825	2.406386093	2.498214524	2.692718798	2.701226859	2.606747939
NDUFB10	3.098172665	3.00297615	3.237270114	3.105162579	2.925792984	2.915276553	3.248318456
NDUFB11	3.135870895	2.718733331	3.064309705	2.977779886	3.19456303	3.189505299	3.380586369
NDUFB4	3.340999948	3.578588746	3.380933903	3.306828959	3.346532986	3.357361037	3.502234202
NDUFB6	3.213847949	2.982758077	2.916196959	3.043655142	3.211824014	3.239687405	3.03231227
NDUFB8	2.905908594	2.896972287	2.734377112	2.694842512	2.977857057	2.954742472	3.114455832
NDUFB9	3.460838867	3.573302892	3.54842794	3.538037767	2.774922379	2.795488352	3.461526454
NDUFS1	2.613889283	2.690749828	2.582105294	2.512567633	2.472079593	2.434789151	2.585511825
NDUFS2	3.111377061	2.88047655	3.017663433	2.943862588	2.751972984	2.744768572	3.130687178
NDUFS3	2.806611203	2.503565204	3.007730025	2.858216628	2.904045201	2.893305549	3.003817286
NDUFS7	2.713010823	2.850924276	2.478911848	2.340112112	2.65365628	2.674589784	2.57831947
NDUFV1	3.034709135	3.092787793	3.106602893	3.107663802	3.054012189	3.044502177	3.071326374
NDUFV2	2.833764857	2.903299457	2.965461209	2.950920051	3.08625869	3.031312592	2.861133197
NFU1	2.137762776	2.519552279	2.247704587	2.301787657	2.633243145	2.625383873	2.315123548
NHP2L1	2.520311819	2.60965905	2.652706009	2.616661957	2.614074173	2.565772163	2.396630622
NIPSNAP3A	2.519300762	1.961838094	2.524157079	2.606747253	2.448080882	2.476182616	2.566661699
NLN	1.802490258	1.773043708	1.595280689	1.756625323	1.322994685	1.212594285	1.477078817
NMT1	2.468686075	2.732206107	2.336790674	2.187718281	2.815151458	2.792398045	2.619826178
NNT	2.730605335	2.678067296	2.314422353	2.23000597	2.839611506	2.809105246	2.766621542
NOL3	2.067233032	1.83358261	2.179251521	2.118368066	2.020214585	1.965036065	2.437367585
NONO	3.65798412	3.275379855	3.459164628	3.342448416	3.563433953	3.589190727	3.419557165
NOP58	3.156150491	2.998503909	3.126839679	3.205185652	2.992415309	3.029451572	2.905783446
NPEPPS	2.149647395	2.376242394	2.600274069	2.814044386	2.580767905	2.564771675	2.861558598
NPM1	3.968480618	3.86808959	3.957423914	3.953362058	3.932689739	3.941343779	3.998335008
NRAS 	2.737262545	2.342432366	2.849035913	2.782901034	2.648131179	2.672369403	2.087221181
NRD1 	2.987547629	2.976697587	2.601955794	2.540006492	2.756963599	2.723975401	2.700531593
NSDHL	2.60875432	1.932742379	2.152544973	2.036683098	2.408375126	2.351610325	2.140690936
NSFL1C	2.379508108	2.219806616	1.745779955	1.788759575	2.177257201	2.170107	2.166169772
NSUN2	2.726060553	2.647968066	2.620398494	2.649746561	2.607777194	2.611917897	2.531862017
NT5DC2	2.50863529	2.802221083	2.421635815	2.376298635	2.391986701	2.414854196	2.011216504
NTMT1	2.940095666	2.688092809	2.479902631	2.476646913	2.659562065	2.681234745	2.475593307
NTPCR	2.621878479	2.700886123	2.399625879	2.369573886	2.543680733	2.521739845	2.792133306
NUCB1	2.322849335	2.414142284	2.036107374	1.912506062	2.129382742	2.121775041	2.088218056
NUCB2	2.882299378	2.889636806	2.559673427	2.531464749	2.907683736	2.927166906	3.261361682
NUDC	3.002498551	2.87074943	2.648744035	2.600536549	2.853785269	2.84429488	2.766563022
NUDCD1	1.863473207	1.729503925	1.554615636	1.85048511	1.935024555	1.905642945	1.237902139
NUDCD2	2.79167027	2.698587426	2.899562056	2.918661664	2.815059966	2.79607256	2.801675312
NUDT1	2.3535704	2.208115129	2.320637527	2.171293577	2.249145699	2.234727812	1.99148913
NUDT16	1.985115716	2.190599402	1.380393882	1.546127616	1.500427122	1.493250438	1.960837739
NUDT21	2.532450866	2.66157045	2.603838076	2.394602582	2.607371205	2.61721435	2.628635057
NUDT3	2.570061606	2.555955111	2.544925522	2.498626215	2.664816069	2.674795142	2.333873937
NUDT5	2.407512491	1.970321726	2.185335674	2.241080554	2.346243024	2.350086041	2.425149403
NUMA1	1.96168146	2.083709056	2.307832308	2.262080977	2.112234951	2.123353386	2.259285385
NUP155	1.739674976	1.265315275	1.454635772	1.467634996	1.776100287	1.703116085	1.407996508
NUP188 	2.66446468	2.247515737	2.416666257	2.30806281	2.566505905	2.567897173	2.368447399
NUP205	2.669410141	2.37474775	2.663375432	2.613317439	2.883221058	2.855519054	2.234073435
NUP35	2.577822517	2.361463929	2.56560094	2.59683831	2.623761562	2.655416708	2.328363231
NUP54	2.80328723	2.509702899	2.693723778	2.668106452	2.783457934	2.812841653	2.446394008
NUP62	2.902754064	2.47704491	2.536035768	2.390432005	2.709582148	2.641320979	2.313847165
NUP85 	2.582389394	2.349975944	2.660662988	2.613810122	2.796117218	2.801748605	2.620628083
NUP93	2.700230066	2.426051316	2.294442332	2.346161683	2.466376782	2.442016626	2.24868307
NUPL1	1.642403318	1.226150609	1.342617132	1.283462033	1.441328444	1.455931143	1.128984904
NUTF2	2.67282051	2.678708871	2.785431274	2.914818007	2.818718951	2.889302734	2.717879586
OAT	3.048174953	3.192859367	2.449025513	2.413304413	3.455986136	3.47607503	3.205745897
OCIAD1	2.853056453	2.925202631	3.029952844	3.078465486	3.002294983	2.991741294	3.119002769
OGFR	2.438965892	2.241772327	2.227417611	2.255323353	2.389533496	2.388905168	2.227917268
OLA1	3.099223981	3.215775837	3.255217766	3.19731512	3.37863931	3.39225326	2.969812711
OPA1	2.360558858	2.313961542	2.510001691	2.545625817	2.412570749	2.390575587	2.605228683
OPA3	1.661471438	1.600962955	1.685844617	1.425955808	1.663890241	1.575394908	1.419423124
OSTF1	1.934558175	2.075340157	2.298370786	2.273618222	1.997502764	2.024875409	2.52070671
OTUB1	2.014422308	1.934222094	2.197221417	1.999587306	2.020613204	1.973776251	2.154486311
OXA1L	2.835494925	2.835178277	2.978748903	2.895463697	2.901684246	2.905564511	2.800683468
OXCT1	2.652630796	2.483846942	1.862429447	1.862165004	1.926718987	1.905321134	1.195412714
OXSR1	2.855858923	2.737885706	2.55610193	2.581147919	2.866602895	2.831042642	2.594603865
P4HB	2.882789221	3.146112573	2.957482487	2.827230763	3.091410454	3.112507826	3.398583439
PA2G4	2.794746226	2.627197676	2.709339967	2.67920817	2.654411631	2.607413353	2.718607232
PABPC1	4.015579236	4.046525109	4.012797158	3.996043402	3.81866915	3.815570137	3.933394007
PACSIN2	2.084642034	2.278661983	2.025515975	2.079183507	2.256017359	2.270169685	2.170357886
PAFAH1B1	2.591304198	2.42222573	2.409752821	2.399696587	2.482080468	2.397975458	2.313444852
PAFAH1B2	1.922895904	1.840739695	1.685844617	1.716966629	1.977396989	1.96984309	1.955915785
PAFAH1B3	2.815234453	2.259531629	2.731663427	2.633420921	2.631192906	2.643893009	2.519192741
PAICS	2.747152369	2.766361355	2.751730458	2.772220432	3.025549904	3.006140988	2.586517425
PAK2	2.124233814	2.112676405	2.208905158	2.011363033	2.080725006	2.078399675	2.579207687
PAM16 	2.355299237	2.37474775	2.458935518	2.410212629	2.282100498	2.289393129	2.279569161
PAPOLA	3.104337682	2.949394899	3.175802189	3.154454415	3.223033638	3.20962118	3.210437094
PARK7	3.664445848	3.544372577	3.38642808	3.320108766	3.473474234	3.474822158	3.448069194
PARP1	2.90023767	2.480220893	2.481923791	2.450110624	2.738424312	2.685270992	2.756043802
PCBP1	2.918273733	2.968172561	3.016890221	2.971620625	3.035461029	2.988805022	2.713117538
PCBP2	3.250146432	3.330983134	3.585202756	3.534022071	3.192302529	3.150065455	3.52519826
PCK2	2.659461603	2.840088953	2.416349768	2.516519498	2.190017752	2.182584547	2.612435156
PCMT1	2.957299016	2.959048349	2.869275052	2.91712966	2.796813222	2.799877708	2.930316565
PCNA	3.252978361	2.847460792	2.993404358	2.959341608	3.331445311	3.35525126	2.837176464
PCYOX1	1.772738487	2.453631077	2.177570474	2.179230851	2.473013744	2.511829453	2.362314824
PDAP1	2.301257456	2.458667445	2.550849777	2.67886676	2.494279371	2.573574674	2.207939772
